gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
M,N,N,0,189000.0,State servant,Secondary / secondary special,Married,House / apartment,15752,2770,0,0,0,Core staff,2.0,19.0,2.0
F,Y,Y,1,90000.0,Working,Higher education,Married,With parents,12639,686,0,0,0,unknown,3.0,11.0,2.0
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,15972,5055,0,1,0,unknown,2.0,13.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23129,0,0,0,0,unknown,2.0,60.0,2.0
F,Y,N,0,652500.0,Working,Higher education,Single / not married,House / apartment,19137,349,1,1,1,Managers,1.0,35.0,2.0
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,8696,1070,0,0,1,Drivers,3.0,26.0,2.0
F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,8678,318,0,0,0,Laborers,1.0,40.0,2.0
F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21310,0,0,0,0,unknown,2.0,28.0,2.0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,14077,3792,0,0,0,unknown,2.0,37.0,2.0
M,Y,Y,0,369000.0,Working,Secondary / secondary special,Married,House / apartment,16981,1246,0,0,0,Drivers,2.0,8.0,0.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,11978,2780,0,1,0,Sales staff,2.0,46.0,2.0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,12903,4439,0,0,0,Security staff,4.0,23.0,2.0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,11126,2087,1,1,0,Accountants,2.0,4.0,0.0
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,13656,2207,0,1,0,Sales staff,3.0,28.0,2.0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,10650,3163,0,0,0,Accountants,3.0,27.0,2.0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,20875,3785,0,0,0,High skill tech staff,2.0,9.0,1.0
F,Y,Y,1,315000.0,State servant,Higher education,Widow,House / apartment,18233,425,0,1,1,unknown,2.0,43.0,1.0
F,N,N,0,91530.0,Working,Secondary / secondary special,Single / not married,House / apartment,21804,1627,1,0,0,Managers,1.0,11.0,0.0
F,N,Y,2,76500.0,Working,Higher education,Married,House / apartment,11191,741,0,0,0,Managers,4.0,29.0,1.0
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,21111,4816,0,0,0,Core staff,2.0,38.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,11133,1991,1,1,0,Laborers,2.0,46.0,2.0
M,Y,N,0,135000.0,Working,Higher education,Married,House / apartment,15519,2026,1,0,0,unknown,2.0,27.0,2.0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,17843,3353,1,0,0,Laborers,3.0,32.0,2.0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,17402,3153,0,1,0,Core staff,2.0,24.0,2.0
F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20693,8036,0,0,0,Core staff,2.0,36.0,2.0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11533,746,0,0,0,Drivers,2.0,35.0,1.0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,19271,4839,0,0,1,Core staff,2.0,50.0,2.0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,9540,959,0,0,1,Laborers,3.0,27.0,2.0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19310,1477,0,0,0,Cleaning staff,2.0,10.0,2.0
F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21875,0,0,0,0,unknown,2.0,37.0,2.0
F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10175,1966,0,1,0,Private service staff,3.0,4.0,2.0
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,17778,1719,1,1,0,High skill tech staff,2.0,14.0,1.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,18672,2477,1,1,0,Laborers,2.0,51.0,2.0
M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,12582,1838,1,1,0,Drivers,5.0,22.0,2.0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10668,401,1,1,0,Sales staff,4.0,9.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,24629,0,0,0,0,unknown,1.0,40.0,2.0
M,N,Y,1,157500.0,State servant,Incomplete higher,Married,House / apartment,8948,1751,0,0,0,Core staff,3.0,28.0,2.0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,11998,1497,0,0,0,Managers,1.0,32.0,2.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21847,0,0,1,0,unknown,2.0,15.0,0.0
F,N,N,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,21191,0,0,1,0,unknown,1.0,60.0,2.0
F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,12477,456,0,0,0,Managers,2.0,29.0,2.0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16541,102,1,1,0,Sales staff,2.0,48.0,2.0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11053,1626,0,0,0,Laborers,2.0,23.0,2.0
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,12114,4004,0,0,0,Accountants,2.0,26.0,2.0
F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,10687,1981,1,1,0,Core staff,4.0,58.0,1.0
F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,11007,762,0,0,0,unknown,3.0,39.0,2.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22365,0,0,0,0,unknown,2.0,26.0,2.0
F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20851,0,0,0,0,unknown,2.0,1.0,1.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15839,1381,0,1,0,High skill tech staff,1.0,29.0,1.0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,19378,396,0,0,0,Drivers,2.0,4.0,1.0
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23510,1144,0,1,0,Security staff,2.0,9.0,1.0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,22117,1621,0,1,1,Security staff,2.0,39.0,2.0
F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23442,0,0,1,0,unknown,2.0,32.0,2.0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,15624,8172,1,1,0,High skill tech staff,3.0,27.0,2.0
F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,12953,306,1,1,0,unknown,2.0,59.0,0.0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12872,3720,1,0,0,Sales staff,3.0,13.0,2.0
M,N,Y,0,216000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,14298,2207,0,0,0,Core staff,1.0,27.0,2.0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,24662,0,0,0,0,unknown,2.0,37.0,2.0
M,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23587,0,0,0,0,unknown,2.0,26.0,1.0
M,N,Y,0,211500.0,Commercial associate,Higher education,Married,House / apartment,23248,5576,1,0,0,Laborers,2.0,15.0,2.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21570,0,0,0,0,unknown,1.0,6.0,1.0
F,N,Y,2,243000.0,State servant,Higher education,Married,House / apartment,10177,3395,0,0,0,Core staff,4.0,6.0,2.0
M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,11383,777,1,0,0,unknown,3.0,41.0,1.0
F,Y,Y,0,360450.0,State servant,Secondary / secondary special,Married,House / apartment,18854,8509,0,0,0,unknown,2.0,0.0,0.0
F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,19514,1991,1,0,0,IT staff,1.0,3.0,1.0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14058,3694,0,0,0,Realty agents,3.0,8.0,2.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,13163,1405,0,0,0,Laborers,2.0,0.0,0.0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12194,2287,0,0,0,Sales staff,5.0,4.0,1.0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,14195,6881,0,0,0,Laborers,1.0,26.0,1.0
F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,19395,3156,1,1,0,Core staff,2.0,2.0,1.0
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,21126,0,0,0,0,unknown,1.0,38.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17143,5507,0,1,0,unknown,2.0,3.0,1.0
F,N,Y,2,202500.0,Working,Lower secondary,Married,House / apartment,13483,5204,0,0,1,Laborers,4.0,47.0,0.0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12101,1009,1,0,0,Core staff,3.0,12.0,0.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21847,0,0,1,0,unknown,2.0,9.0,0.0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,9220,1473,0,0,0,Core staff,1.0,28.0,1.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23365,0,0,0,0,unknown,2.0,5.0,2.0
F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,23868,0,0,0,0,unknown,2.0,20.0,2.0
M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,14247,135,0,0,0,unknown,3.0,27.0,2.0
F,N,Y,2,147150.0,State servant,Secondary / secondary special,Married,House / apartment,13853,3261,0,0,0,Managers,4.0,22.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17237,938,0,1,0,Drivers,2.0,46.0,2.0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,8899,2326,1,1,0,Waiters/barmen staff,2.0,18.0,2.0
F,N,Y,0,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,9718,200,1,1,0,Core staff,2.0,2.0,1.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,9430,1346,0,0,0,Laborers,2.0,36.0,1.0
M,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,14035,2875,0,0,0,Laborers,5.0,4.0,2.0
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13832,430,1,0,0,Laborers,4.0,17.0,2.0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13874,2330,0,0,1,Laborers,2.0,16.0,2.0
F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,12719,1218,0,1,1,Managers,2.0,31.0,0.0
F,N,Y,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14656,588,0,0,0,Sales staff,4.0,8.0,2.0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20493,7624,1,1,0,Managers,2.0,47.0,1.0
M,N,N,1,179271.0,Working,Higher education,Married,House / apartment,10961,1235,0,0,0,Managers,3.0,9.0,2.0
F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,9688,593,0,1,1,unknown,1.0,8.0,2.0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,15256,8664,0,0,0,Managers,3.0,18.0,1.0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,21844,0,0,0,0,unknown,1.0,15.0,2.0
F,N,N,1,166500.0,Working,Higher education,Married,House / apartment,12825,150,0,0,0,Core staff,3.0,36.0,2.0
F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,11602,1455,0,0,0,Managers,3.0,20.0,2.0
F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11938,2162,0,0,0,Accountants,3.0,18.0,0.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10305,155,0,0,0,Laborers,2.0,42.0,0.0
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22799,0,0,0,0,unknown,2.0,24.0,2.0
F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,11375,1236,0,0,0,Sales staff,1.0,21.0,2.0
F,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,10809,3900,0,1,0,Laborers,1.0,23.0,2.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,18150,1812,0,0,0,Drivers,3.0,10.0,0.0
F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,19514,1991,1,0,0,IT staff,1.0,44.0,2.0
F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,10726,1921,1,1,0,unknown,2.0,52.0,2.0
M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,15936,1508,0,1,0,Managers,2.0,48.0,1.0
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,13300,3668,0,1,0,unknown,5.0,42.0,2.0
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,18582,5084,0,0,0,Managers,2.0,11.0,1.0
F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,14408,431,0,0,0,Accountants,2.0,40.0,2.0
F,N,N,0,72000.0,Working,Higher education,Married,House / apartment,9667,1338,0,0,0,Core staff,2.0,60.0,1.0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,17348,2420,0,0,0,Managers,2.0,11.0,2.0
F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,9052,227,0,0,0,Laborers,1.0,15.0,2.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,15131,6456,0,0,0,Core staff,2.0,34.0,1.0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,20319,3961,1,0,0,unknown,2.0,7.0,2.0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,16581,6959,0,0,0,Laborers,3.0,16.0,2.0
F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,18233,0,0,0,0,unknown,2.0,10.0,2.0
F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,18348,3853,0,0,0,High skill tech staff,2.0,5.0,2.0
F,Y,Y,1,166500.0,Working,Higher education,Married,House / apartment,11782,705,0,0,0,Core staff,3.0,9.0,2.0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,17766,2959,0,1,0,Sales staff,2.0,53.0,1.0
F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,20298,0,0,0,0,unknown,2.0,26.0,2.0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,9910,678,0,0,0,Managers,3.0,8.0,2.0
F,N,N,0,157500.0,Working,Incomplete higher,Separated,House / apartment,11404,1868,0,1,0,unknown,1.0,0.0,0.0
F,N,N,2,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11978,370,0,0,0,unknown,4.0,1.0,1.0
F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,Accountants,1.0,4.0,1.0
F,N,N,0,144000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15773,2509,0,0,0,Managers,1.0,35.0,2.0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,22584,0,0,0,0,unknown,2.0,40.0,2.0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,17991,3304,0,0,0,unknown,3.0,15.0,2.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,17708,5555,0,0,0,Laborers,2.0,46.0,2.0
M,Y,Y,0,360000.0,Working,Incomplete higher,Married,House / apartment,9906,122,1,1,0,Sales staff,2.0,27.0,0.0
F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13362,1963,0,0,0,Sales staff,1.0,25.0,2.0
M,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,9288,959,0,0,0,Laborers,1.0,8.0,0.0
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,21842,3869,0,0,0,High skill tech staff,2.0,28.0,2.0
M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,23711,7494,0,0,0,Laborers,2.0,38.0,2.0
F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,17615,339,0,0,0,Accountants,1.0,44.0,0.0
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11888,295,0,0,0,Security staff,2.0,24.0,2.0
M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,20872,0,0,0,0,unknown,2.0,26.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8442,410,0,0,0,Core staff,1.0,0.0,0.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,15817,2407,0,1,0,Medicine staff,1.0,27.0,2.0
M,Y,N,0,360000.0,Working,Higher education,Civil marriage,House / apartment,11841,3092,1,0,0,Managers,2.0,47.0,2.0
F,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,13669,428,0,1,0,Managers,4.0,23.0,0.0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,20831,1142,0,0,1,Cleaning staff,2.0,22.0,2.0
M,N,N,0,337500.0,Working,Higher education,Married,House / apartment,13631,2538,0,1,0,unknown,2.0,2.0,1.0
F,Y,Y,0,216000.0,Working,Higher education,Married,House / apartment,18529,1809,0,0,0,Secretaries,2.0,10.0,2.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19575,2901,0,0,0,Sales staff,2.0,55.0,1.0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20560,661,0,0,0,Sales staff,2.0,5.0,0.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23132,0,0,0,0,unknown,2.0,45.0,2.0
M,Y,Y,2,243000.0,State servant,Higher education,Married,House / apartment,10467,200,0,0,0,Core staff,4.0,12.0,2.0
M,Y,N,3,112500.0,Working,Higher education,Married,House / apartment,10890,1934,0,0,0,Drivers,5.0,2.0,0.0
F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,16554,2470,0,0,1,unknown,2.0,16.0,1.0
F,N,Y,2,292500.0,Working,Higher education,Married,House / apartment,12079,1569,0,0,0,Managers,4.0,16.0,2.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14823,961,0,0,0,Drivers,1.0,17.0,1.0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,19661,3046,1,1,0,Managers,2.0,0.0,1.0
F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,21481,0,0,0,0,unknown,1.0,28.0,2.0
F,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,10815,2713,1,1,0,Sales staff,4.0,18.0,2.0
M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,14507,735,0,0,0,Laborers,4.0,7.0,2.0
M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,12569,3748,1,1,0,Core staff,4.0,47.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11090,321,0,1,1,Sales staff,2.0,51.0,2.0
F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,13985,2341,0,0,0,Sales staff,4.0,3.0,1.0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,16118,1959,0,1,0,unknown,3.0,10.0,2.0
F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,13951,1101,1,0,0,Sales staff,3.0,12.0,2.0
